track_rank,track_id,track_name,artists,track_duration,track_is_explicit,track_popularity,album_id,album_name,album_release_year,album_type,artist_name,artist_name_others,artist_id,artist_id_others,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,artist_popularity,artist_followers,artist_genre,artist_genre_others,playlist_id
14.0,6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From ""Doctor""]","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3GB9ulskXfPOQCzw0SNEDx'}, 'href': 'https://api.spotify.com/v1/artists/3GB9ulskXfPOQCzw0SNEDx', 'id': '3GB9ulskXfPOQCzw0SNEDx', 'name': 'Niranjana Ramanan', 'type': 'artist', 'uri': 'spotify:artist:3GB9ulskXfPOQCzw0SNEDx'}]",1.06185,False,56.0,2ftkMy4ttkkdjFsFReYdWg,"Soul of Doctor (Theme) [From ""Doctor""]",2021.0,album,Anirudh Ravichander,Niranjana Ramanan,4zCH9qm4R2DADamUHMCa6O,3GB9ulskXfPOQCzw0SNEDx,0.473,0.837,9.0,-7.101,1.0,0.0336,0.0968,0.912,0.297,0.212,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
15.0,4PML5RtrVcYAwTTS46otXB,Vaathi Raid,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7rVV9d6vc4FLT752uRuk71'}, 'href': 'https://api.spotify.com/v1/artists/7rVV9d6vc4FLT752uRuk71', 'id': '7rVV9d6vc4FLT752uRuk71', 'name': 'Arivu', 'type': 'artist', 'uri': 'spotify:artist:7rVV9d6vc4FLT752uRuk71'}]",3.4916666666666667,False,56.0,11YJfivZjEaEUU9lJmeidh,Master (Original Motion Picture Soundtrack),2020.0,album,Anirudh Ravichander,Arivu,4zCH9qm4R2DADamUHMCa6O,7rVV9d6vc4FLT752uRuk71,0.806,0.93,4.0,-3.404,0.0,0.132,0.253,1.94e-05,0.106,0.666,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
20.0,5QpX7FGJ3A6otJSayn0GHM,Kaththi Theme - Instrumental,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}]",1.0617666666666667,False,43.0,2jo4lZjhgTwX7ldHD5hl1t,Kaththi (Original Motion Picture Soundtrack),2014.0,album,Anirudh Ravichander,,4zCH9qm4R2DADamUHMCa6O,,0.705,0.73,5.0,-7.886,1.0,0.346,0.159,0.000239,0.154,0.819,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
23.0,2IVZtA3KB7rtQeq62dicNi,Veera Vinayaka,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6CXEwIaXYfVJ84biCxqc9k'}, 'href': 'https://api.spotify.com/v1/artists/6CXEwIaXYfVJ84biCxqc9k', 'id': '6CXEwIaXYfVJ84biCxqc9k', 'name': 'Vishal Dadlani', 'type': 'artist', 'uri': 'spotify:artist:6CXEwIaXYfVJ84biCxqc9k'}]",4.37545,False,35.0,3KOvSxSNXC7mPvVESt1rVT,Vedalam (Original Motion Picture Soundtrack),2015.0,album,Anirudh Ravichander,Vishal Dadlani,4zCH9qm4R2DADamUHMCa6O,6CXEwIaXYfVJ84biCxqc9k,0.575,0.723,9.0,-8.501,1.0,0.0788,0.111,0.0,0.0343,0.723,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
24.0,6G5f7AvRM524kS2YxZJt5x,VIP Title Song,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}]",3.9425833333333333,False,41.0,3fRzHlcnIdusG9I62BXPIt,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),2014.0,album,Anirudh Ravichander,,4zCH9qm4R2DADamUHMCa6O,,0.527,0.931,5.0,-5.045,0.0,0.0954,0.00623,0.0,0.61,0.708,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
25.0,5G9Ss3mudUihJWtDoYHSs4,Thalai Viduthalai,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3DFIYtEdg2hh7dz3g7idaX'}, 'href': 'https://api.spotify.com/v1/artists/3DFIYtEdg2hh7dz3g7idaX', 'id': '3DFIYtEdg2hh7dz3g7idaX', 'name': 'Harish Swaminathan', 'type': 'artist', 'uri': 'spotify:artist:3DFIYtEdg2hh7dz3g7idaX'}]",3.257233333333333,False,42.0,6zXvWxQ8vSbI44dQdPp4P0,Vivegam (Original Motion Picture Soundtrack),2017.0,album,Anirudh Ravichander,Harish Swaminathan,4zCH9qm4R2DADamUHMCa6O,3DFIYtEdg2hh7dz3g7idaX,0.371,0.934,10.0,-4.202,0.0,0.115,0.00145,9.2e-06,0.342,0.598,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
26.0,0jvNc73pMCkyHTchaQu6NV,Surviva (feat. Yogi B & Mali),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/614RN5ndeqpLlqg1yDbjtm'}, 'href': 'https://api.spotify.com/v1/artists/614RN5ndeqpLlqg1yDbjtm', 'id': '614RN5ndeqpLlqg1yDbjtm', 'name': 'Yogi B', 'type': 'artist', 'uri': 'spotify:artist:614RN5ndeqpLlqg1yDbjtm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6l1lQ5WaTFT05RImOssYKg'}, 'href': 'https://api.spotify.com/v1/artists/6l1lQ5WaTFT05RImOssYKg', 'id': '6l1lQ5WaTFT05RImOssYKg', 'name': 'MALIII', 'type': 'artist', 'uri': 'spotify:artist:6l1lQ5WaTFT05RImOssYKg'}]",3.7004333333333332,False,53.0,6zXvWxQ8vSbI44dQdPp4P0,Vivegam (Original Motion Picture Soundtrack),2017.0,album,Anirudh Ravichander,"Yogi B, MALIII",4zCH9qm4R2DADamUHMCa6O,"614RN5ndeqpLlqg1yDbjtm, 6l1lQ5WaTFT05RImOssYKg",0.608,0.919,9.0,-7.203,0.0,0.0758,0.137,0.000276,0.243,0.728,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
30.0,1yotVCnfaPDvp9C7LsdGB1,Sodakku,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1lDx24tVvy8JVKOVjnlJfv'}, 'href': 'https://api.spotify.com/v1/artists/1lDx24tVvy8JVKOVjnlJfv', 'id': '1lDx24tVvy8JVKOVjnlJfv', 'name': 'Anthony Daasan', 'type': 'artist', 'uri': 'spotify:artist:1lDx24tVvy8JVKOVjnlJfv'}]",3.981883333333333,False,43.0,2JnJeimcabagrnJyFtNty1,Thaanaa Serndha Koottam (Original Motion Picture Soundtrack),2018.0,album,Anirudh Ravichander,Anthony Daasan,4zCH9qm4R2DADamUHMCa6O,1lDx24tVvy8JVKOVjnlJfv,0.741,0.9,11.0,-3.634,1.0,0.27,0.344,0.0039,0.0362,0.663,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
38.0,1Do2hDE0etMakAEQbyOd4L,Aaluma Doluma,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0y59o4v8uw5crbN9M3JiL1'}, 'href': 'https://api.spotify.com/v1/artists/0y59o4v8uw5crbN9M3JiL1', 'id': '0y59o4v8uw5crbN9M3JiL1', 'name': 'Badshah', 'type': 'artist', 'uri': 'spotify:artist:0y59o4v8uw5crbN9M3JiL1'}]",4.300533333333333,False,53.0,3KOvSxSNXC7mPvVESt1rVT,Vedalam (Original Motion Picture Soundtrack),2015.0,album,Anirudh Ravichander,Badshah,4zCH9qm4R2DADamUHMCa6O,0y59o4v8uw5crbN9M3JiL1,0.544,0.917,1.0,-5.853,1.0,0.201,0.0764,1.15e-06,0.346,0.638,85.0,16339229.0,desi hip hop,"filmi, tamil hip hop",37i9dQZF1DXcYHCSWjSx6A
4.0,7crGzxRqI5pMZAjZgF9uu2,"Jai Sulthan - From ""Sulthan""","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4hBCDHUWTljP6BDl5AekgW'}, 'href': 'https://api.spotify.com/v1/artists/4hBCDHUWTljP6BDl5AekgW', 'id': '4hBCDHUWTljP6BDl5AekgW', 'name': 'Vivek - Mervin', 'type': 'artist', 'uri': 'spotify:artist:4hBCDHUWTljP6BDl5AekgW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'name': 'Anirudh Ravichander', 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/40ZhJCJheQU4Vgv544SLV3'}, 'href': 'https://api.spotify.com/v1/artists/40ZhJCJheQU4Vgv544SLV3', 'id': '40ZhJCJheQU4Vgv544SLV3', 'name': 'Junior Nithya', 'type': 'artist', 'uri': 'spotify:artist:40ZhJCJheQU4Vgv544SLV3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3xaAlrhQIwIUzoim09APaW'}, 'href': 'https://api.spotify.com/v1/artists/3xaAlrhQIwIUzoim09APaW', 'id': '3xaAlrhQIwIUzoim09APaW', 'name': 'Gana Guna', 'type': 'artist', 'uri': 'spotify:artist:3xaAlrhQIwIUzoim09APaW'}]",4.1,False,57.0,3t8eTRRkTRs9mxxYWZK9Xz,"Jai Sulthan (From ""Sulthan"")",2021.0,album,Vivek - Mervin,"Anirudh Ravichander, Junior Nithya, Gana Guna",4hBCDHUWTljP6BDl5AekgW,"4zCH9qm4R2DADamUHMCa6O, 40ZhJCJheQU4Vgv544SLV3, 3xaAlrhQIwIUzoim09APaW",0.722,0.86,0.0,-3.713,0.0,0.205,0.537,0.0,0.114,0.814,62.0,1141154.0,desi hip hop,tamil pop,37i9dQZF1DXcYHCSWjSx6A
6.0,0sjg2rWD3IcQK07HOBw5Dq,"Summa Surrunu (From ""Etharkkum Thunindhavan"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4IKVDbCSBTxBeAsMKjAuTs'}, 'href': 'https://api.spotify.com/v1/artists/4IKVDbCSBTxBeAsMKjAuTs', 'id': '4IKVDbCSBTxBeAsMKjAuTs', 'name': 'Armaan Malik', 'type': 'artist', 'uri': 'spotify:artist:4IKVDbCSBTxBeAsMKjAuTs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3tPQOjkxO3mrYrrgkTeXgH'}, 'href': 'https://api.spotify.com/v1/artists/3tPQOjkxO3mrYrrgkTeXgH', 'id': '3tPQOjkxO3mrYrrgkTeXgH', 'name': 'Nikhita Gandhi', 'type': 'artist', 'uri': 'spotify:artist:3tPQOjkxO3mrYrrgkTeXgH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1QcBqYUeQ4Ux3itkdDaFi0'}, 'href': 'https://api.spotify.com/v1/artists/1QcBqYUeQ4Ux3itkdDaFi0', 'id': '1QcBqYUeQ4Ux3itkdDaFi0', 'name': 'D. Imman', 'type': 'artist', 'uri': 'spotify:artist:1QcBqYUeQ4Ux3itkdDaFi0'}]",3.7764,False,44.0,5rgd1ayKoXYL2iI8w3U4yI,"Summa Surrunu (From ""Etharkkum Thunindhavan"")",2022.0,album,Armaan Malik,"Nikhita Gandhi, D. Imman",4IKVDbCSBTxBeAsMKjAuTs,"3tPQOjkxO3mrYrrgkTeXgH, 1QcBqYUeQ4Ux3itkdDaFi0",0.701,0.862,7.0,-5.288,1.0,0.0543,0.025,2.81e-06,0.0801,0.884,77.0,16868714.0,desi pop,"filmi, modern bollywood",37i9dQZF1DXcYHCSWjSx6A
8.0,0ew71PqPi7ehntkabL9W4c,Yethi Yethi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61if35zz1W11GejEkxTLEQ'}, 'href': 'https://api.spotify.com/v1/artists/61if35zz1W11GejEkxTLEQ', 'id': '61if35zz1W11GejEkxTLEQ', 'name': 'Benny Dayal', 'type': 'artist', 'uri': 'spotify:artist:61if35zz1W11GejEkxTLEQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7FaGCZiP3s6X7jQTB8EhfI'}, 'href': 'https://api.spotify.com/v1/artists/7FaGCZiP3s6X7jQTB8EhfI', 'id': '7FaGCZiP3s6X7jQTB8EhfI', 'name': 'Naresh Iyer', 'type': 'artist', 'uri': 'spotify:artist:7FaGCZiP3s6X7jQTB8EhfI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/36IO5ItRvRUxC7RcJAv0Zh'}, 'href': 'https://api.spotify.com/v1/artists/36IO5ItRvRUxC7RcJAv0Zh', 'id': '36IO5ItRvRUxC7RcJAv0Zh', 'name': 'Solar Sai', 'type': 'artist', 'uri': 'spotify:artist:36IO5ItRvRUxC7RcJAv0Zh'}]",4.897766666666667,False,59.0,58rfEEYCmEImlPaaqQddVF,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008.0,album,Harris Jayaraj,"Benny Dayal, Naresh Iyer, Solar Sai",29aw5YCdIw2FEXYyAJZI8l,"61if35zz1W11GejEkxTLEQ, 7FaGCZiP3s6X7jQTB8EhfI, 36IO5ItRvRUxC7RcJAv0Zh",0.941,0.771,10.0,-7.002,0.0,0.0919,0.0656,0.0,0.131,0.59,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
28.0,1BMtIj5bbGbdTAxlXaseR7,Yellae Lama,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4iA6bUhiZyvRKJf4FNVX39'}, 'href': 'https://api.spotify.com/v1/artists/4iA6bUhiZyvRKJf4FNVX39', 'id': '4iA6bUhiZyvRKJf4FNVX39', 'name': 'Vijay Prakash', 'type': 'artist', 'uri': 'spotify:artist:4iA6bUhiZyvRKJf4FNVX39'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD'}, 'href': 'https://api.spotify.com/v1/artists/0LSPREIgGMZXCuKVel7LVD', 'id': '0LSPREIgGMZXCuKVel7LVD', 'name': 'Karthik', 'type': 'artist', 'uri': 'spotify:artist:0LSPREIgGMZXCuKVel7LVD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/06vOoTzj6cIac9FMbNXz9h'}, 'href': 'https://api.spotify.com/v1/artists/06vOoTzj6cIac9FMbNXz9h', 'id': '06vOoTzj6cIac9FMbNXz9h', 'name': 'Shruti Haasan', 'type': 'artist', 'uri': 'spotify:artist:06vOoTzj6cIac9FMbNXz9h'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5wXcLr5v9cv5IAPkcFBvBT'}, 'href': 'https://api.spotify.com/v1/artists/5wXcLr5v9cv5IAPkcFBvBT', 'id': '5wXcLr5v9cv5IAPkcFBvBT', 'name': 'Pop Shalini', 'type': 'artist', 'uri': 'spotify:artist:5wXcLr5v9cv5IAPkcFBvBT'}]",5.340433333333333,False,51.0,2DZBzmiDbp9n5AdP9i4rWp,7 Aum Arivu (Original Motion Picture Soundtrack),2011.0,album,Harris Jayaraj,"Vijay Prakash, Karthik, Shruti Haasan, Pop Shalini",29aw5YCdIw2FEXYyAJZI8l,"4iA6bUhiZyvRKJf4FNVX39, 0LSPREIgGMZXCuKVel7LVD, 06vOoTzj6cIac9FMbNXz9h, 5wXcLr5v9cv5IAPkcFBvBT",0.804,0.756,9.0,-6.99,1.0,0.0499,0.0858,0.000149,0.271,0.62,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
36.0,55IYlgtS11Z1ecL7CkuoyN,Kadhal Yaanai,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a'}, 'href': 'https://api.spotify.com/v1/artists/1SJOL9HJ08YOn92lFcYf8a', 'id': '1SJOL9HJ08YOn92lFcYf8a', 'name': 'Shankar Mahadevan', 'type': 'artist', 'uri': 'spotify:artist:1SJOL9HJ08YOn92lFcYf8a'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/41BeeC5hYqvtGkM79RYvN4'}, 'href': 'https://api.spotify.com/v1/artists/41BeeC5hYqvtGkM79RYvN4', 'id': '41BeeC5hYqvtGkM79RYvN4', 'name': 'Harini', 'type': 'artist', 'uri': 'spotify:artist:41BeeC5hYqvtGkM79RYvN4'}]",5.758,False,51.0,0XO9okJ1N8aoodyLj9UdE4,Anniyan (Original Motion Picture Soundtrack),2005.0,album,Harris Jayaraj,"Shankar Mahadevan, Harini",29aw5YCdIw2FEXYyAJZI8l,"1SJOL9HJ08YOn92lFcYf8a, 41BeeC5hYqvtGkM79RYvN4",0.834,0.826,10.0,-4.406,0.0,0.0912,0.0988,5.22e-05,0.128,0.7,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
44.0,0Ps7lWZdj1NAuyAVumclyC,Adhaaru Adhaaru,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4iA6bUhiZyvRKJf4FNVX39'}, 'href': 'https://api.spotify.com/v1/artists/4iA6bUhiZyvRKJf4FNVX39', 'id': '4iA6bUhiZyvRKJf4FNVX39', 'name': 'Vijay Prakash', 'type': 'artist', 'uri': 'spotify:artist:4iA6bUhiZyvRKJf4FNVX39'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6HtEIJH43LAZGQx6iNCqhg'}, 'href': 'https://api.spotify.com/v1/artists/6HtEIJH43LAZGQx6iNCqhg', 'id': '6HtEIJH43LAZGQx6iNCqhg', 'name': 'Gana Bala', 'type': 'artist', 'uri': 'spotify:artist:6HtEIJH43LAZGQx6iNCqhg'}]",4.92595,False,51.0,38er9gISOMI0uQW90und0K,Yennai Arindhaal (Original Motion Picture Soundtrack),2015.0,album,Harris Jayaraj,"Vijay Prakash, Gana Bala",29aw5YCdIw2FEXYyAJZI8l,"4iA6bUhiZyvRKJf4FNVX39, 6HtEIJH43LAZGQx6iNCqhg",0.694,0.898,5.0,-6.007,0.0,0.208,0.169,2.64e-05,0.171,0.701,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
45.0,4D1Yg3cLMpEcJVol8TACBk,Damakku Damakku,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61if35zz1W11GejEkxTLEQ'}, 'href': 'https://api.spotify.com/v1/artists/61if35zz1W11GejEkxTLEQ', 'id': '61if35zz1W11GejEkxTLEQ', 'name': 'Benny Dayal', 'type': 'artist', 'uri': 'spotify:artist:61if35zz1W11GejEkxTLEQ'}]",4.920433333333333,False,55.0,6WlMOPi9Fg9Ang0AzFZdJu,Aadhavan (Original Motion Picture Soundtrack),2009.0,album,Harris Jayaraj,Benny Dayal,29aw5YCdIw2FEXYyAJZI8l,61if35zz1W11GejEkxTLEQ,0.795,0.694,9.0,-8.492,0.0,0.042,0.0421,0.000745,0.248,0.531,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
49.0,1uno49nmbtvGb9NA82Q8bT,Aaradi Kaathe,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'name': 'Harris Jayaraj', 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2NoJ7NuNs9nyj8Thoh1kbu'}, 'href': 'https://api.spotify.com/v1/artists/2NoJ7NuNs9nyj8Thoh1kbu', 'id': '2NoJ7NuNs9nyj8Thoh1kbu', 'name': 'Hariharan', 'type': 'artist', 'uri': 'spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu'}]",4.761533333333333,False,0.0,466oQNJkUupxecEUp8yXAJ,Sathyam,2008.0,album,Harris Jayaraj,Hariharan,29aw5YCdIw2FEXYyAJZI8l,2NoJ7NuNs9nyj8Thoh1kbu,0.837,0.672,10.0,-10.45,0.0,0.0911,0.174,0.00121,0.114,0.194,74.0,5069102.0,filmi,tamil pop,37i9dQZF1DXcYHCSWjSx6A
9.0,3huCRjAX12zNPxtX9JqX2X,"Naanga Vera Maari (From ""Valimai"")","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AiX12wXdXFoGJ2vk8zBjy'}, 'href': 'https://api.spotify.com/v1/artists/6AiX12wXdXFoGJ2vk8zBjy', 'id': '6AiX12wXdXFoGJ2vk8zBjy', 'name': 'Yuvan Shankar Raja', 'type': 'artist', 'uri': 'spotify:artist:6AiX12wXdXFoGJ2vk8zBjy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'name': 'Anurag Kulkarni', 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}]",4.239083333333333,False,52.0,57EwhOeKmfQPDC7IUjKubv,"Naanga Vera Maari (From ""Valimai"")",2021.0,album,Yuvan Shankar Raja,Anurag Kulkarni,6AiX12wXdXFoGJ2vk8zBjy,6LWyVEIBnx7MoRBhQxu9om,0.649,0.889,1.0,-5.442,1.0,0.199,0.102,0.0,0.323,0.601,79.0,8813352.0,filmi,"kollywood, tamil pop",37i9dQZF1DXcYHCSWjSx6A
